name,category,address,website,plus_code,comment_avg,comment_count
Leśnictwo,Forstamt,"32-551 Mętków; Nadwiślańska 33, 32-551, Polen",,"392F+G7 Mętków, Polen",,
Podhale Pracuje,Arbeitsamt,"Kazimierza Wielkiego 4, 34-400 Nowy Targ, Polen",,"F2JH+GX Nowy Targ, Polen",,
Mk Slazak Administracja,Kommunalverwaltung,"Praska 63, 30-322 Kraków, Polen",,"2WW5+74 Krakau, Polen",,
Urząd Gminy,Bezirksverwaltung,"Pcim; 563, 32-432, Polen",,"QX29+WV Pcim, Polen","3,7",12
Leśnictwo Białka,Forstamt,"32-065 Filipowice, Polen",krzeszowice.krakow.lasy.gov.pl,"4HF2+MG Filipowice, Polen","4,5",65
Registration Office,Registrierungsbehörde,"Rynek 1, 38-340 Biecz, Polen",bip.malopolska.pl,"P6JX+6V Biecz, Polen","5,0",1
Leśnictwo Roztoka Mała,Forstamt,"33-343 Roztoka Ryterska; 31, 33-343, Polen",piwniczna.krakow.lasy.gov.pl,"FMF4+G5 Rytro, Polen","4,3",6
Leśnictwo Krzywa. Nadleśnictwo Gorlice,Forstamt,"38-307 Krzywa, Polen",,,,
Leśniczówka. Leśnictwo Guzów. Nadleśnictwo Krzystkowice,Forstamt,"Zabłocie 100, 32-020 Zabłocie, Polen",,"X5GJ+38 Zabłocie, Polen",,
Punkt Obsługi Mieszkańców - Urząd Miasta Krakowa,Stadtverwaltung,"Aleja Generała Tadeusza Bora-Komorowskiego 41, 31-876 Kraków, Polen",bip.krakow.pl,"3XQM+4V Krakau, Polen","3,3",100
Urząd Statystyczny,Bezirksverwaltung,"Smolki 11, 30-513 Kraków, Polen",,"2WRR+MW Krakau, Polen","1,0",2
Leśnictwo Chełmek. Nadleśnictwo Chrzanów,Forstamt,"Kościuszki 15, 32-660 Chełmek, Polen",chrzanow.katowice.lasy.gov.pl,"4739+8V Chełmek, Polen","5,0",2
Rejestratorka medyczna,Arbeitsamt,"Osiedle Handlowe 5, 31-935 Kraków, Polen",mskip.pl,"32GJ+48 Krakau, Polen",,
Sołtys wsi Miejsce,Kommunalverwaltung,"Floriana 82, 34-116 Miejsce, Polen",,"2GC5+JJ Miejsce, Polen",,
DK94 Jerzmanowice-Giebułtow,Bezirksverwaltung,"Jana Dekerta 18, 30-703 Kraków, Polen",dk94-jerzmanowice-giebultow.pl,"2XW8+WP Krakau, Polen",,
Municipal Office Rzezawa,Bezirksverwaltung,"Długa 21, 32-765 Rzezawa, Polen",rzezawa.pl,"XGR9+7F Rzezawa, Polen","3,9",15
Rejonowy Zarząd Infrastruktury W Krakowie,Landesregierungsamt,"Mogilska 85, 31-545 Kraków, Polen",rzikrakow.wp.mil.pl,"3X8F+HC Krakau, Polen","4,7",3
Leśnictwo Trzyciąż,Forstamt,"32-353 Zagórowa, Polen",miechow.krakow.lasy.gov.pl,"8R35+FR Zagórowa, Polen",,
Ośrodek Zdrowia,Kommunales Gesundheitszentrum,"Długa 4, 59-170 Przemków, Polen",,"GQJQ+6Q Przemków, Polen",,
Ośrodek Zdrowia,Kommunales Gesundheitszentrum,"Nowowiejska 55, 58-535 Miłków, Polen",,"RQ56+JW Miłków, Polen","5,0",1
Municipal Office Spytkowice,Bezirksverwaltung,"Zamkowa 12, 34-116 Spytkowice, Polen",spytkowice.net.pl,"XGX6+5X Spytkowice, Polen","3,7",9
Urząd Gminy w Racławicach,Bezirksverwaltung,"Racławice 15, 32-222 Racławice, Polen",raclawice.pl,"86GM+C7 Racławice, Polen","4,0",2
Leśnictwo Łużna. Nadleśnictwo Gorlice,Forstamt,"38-333 Zagórzany; 69, 34-700, Polen",,"P42R+WM Moszczenica, Polen",,
Leśniczówka Gorenice. Nadleśnictwo Olkusz,Forstamt,"Krakowska 1, 32-327 Gorenice, Polen",olkusz.katowice.lasy.gov.pl,"6J43+W6 Gorenice, Polen","5,0",2
City Government Office,Stadtverwaltung,"Rynek Podgórski 1, 30-533 Kraków, Polen",bip.krakow.pl,"2WVX+VW Krakau, Polen","2,9",28
Nadleśnictwo Gorlice,Forstamt,"Zagórzany 343, 38-333 Zagórzany, Polen",gorlice.krakow.lasy.gov.pl,"M5WP+F2 Zagórzany, Polen","5,0",6
Brak,Büro der Landesregierung,"Bracka 2, 31-826 Kraków, Polen",,"3W6P+7H Krakau, Polen","2,7",15
Urząd Miejski Referat Edukacyjny,Stadtverwaltung,"32-830 Wojnicz, Polen",,"XR4Q+XH Wojnicz, Polen",,
MPK Kraków S.A. Punkt Kontroli Ruchu,Verkehrsministerium,"Zakopiańska 117C, 30-001 Kraków, Polen",,"2W6G+RW Krakau, Polen","1,0",11
Urząd Komunikacji Elektronicznej. Delegatura,Behörde für öffentliche Sicherheit,"Świętokrzyska 12, 30-015 Kraków, Polen",uke.gov.pl,"3WGH+6F Krakau, Polen","3,3",4
Urząd Gimy Sękowa,Bezirksverwaltung,"Sękowa 252, 38-307 Sękowa, Polen",sekowa.pl,"J682+XP Sękowa, Polen",,
Urząd Gminy w Kozłowie,Bezirksverwaltung,"Kozłów 60, 32-241 Kozłów, Polen",kozlow.pl,"F2MH+38 Kozłów, Polen","3,0",4
Urząd Miejski w Czchowie,Stadtverwaltung,"Rynek 12, 32-860 Czchów, Polen",czchow.pl,"RMMC+HV Czchów, Polen","3,7",21
Terenowa placówka niszczycieli Polski,Landesregierungsamt,"Rynek 8, 32-090 Słomniki, Polen",,"63RJ+3R Słomniki, Polen",,
Urząd Gminy Łużna,Bezirksverwaltung,"Łużna 634, 38-322 Łużna, Polen",luzna.pl,"P363+J9 Łużna, Polen","3,3",3
Praca Bez Granic Sp. Z O. O. Sp. Kom,Arbeitsamt,"Gen, Generała Jarosława Dąbrowskiego 70/24a, 32-600 Oświęcim, Polen",praca-oswiecim.blogspot.com,"27P2+J8 Oświęcim, Polen",,
"Biuro sołtysa, Rada Sołecka, Uniwersytet Każdego Wieku",Landesregierungsamt,"Rzeczna 26, 32-642 Włosienica, Polen",,"2887+MX Włosienica, Polen","5,0",1
Urząd Gminy w Słaboszowie,Bezirksverwaltung,"Słaboszów 57, 32-218 Słaboszów, Polen",slaboszow.pl,"97QF+35 Słaboszów, Polen","3,7",7
Urząd Gminy Gołcza,Kommunalverwaltung,"Gołcza 80, 32-075 Gołcza, Polen",golcza.pl,"8WPF+RM Gołcza, Polen","4,4",27
Leśnictwo Piła Kościelecka.,Forstamt,"Chrzanowska 10, 32-540 Piła Kościelecka, Polen",chrzanow.katowice.lasy.gov.pl,"4FJ3+JJ Piła Kościelecka, Polen","5,0",1
The council Iwkowa,Bezirksverwaltung,"Iwkowa 468, 32-861 Iwkowa, Polen",iwkowa.pl,"RH7V+W5 Iwkowa, Polen","4,2",6
Wydział komunikacji i transportu,Be­zirks­amt,"Łukasińskiego 6, 32-340 Wolbrom, Polen",,"9QFF+GM Wolbrom, Polen","3,2",14
Ośrodek Zdrowia w Krzywej,Kommunales Gesundheitszentrum,"Krzywa 17a, 59-225 Chojnów, Polen",facebook.com,"7RHC+4C Haynau, Polen","4,2",5
Urząd Gminy Charsznica,Bezirksverwaltung,"Kolejowa 20, 32-250 Charsznica, Polen",charsznica.pl,"9WWW+3C Miechów-Charsznica, Polen","4,0",4
Municipal Office Iwanowice,Bezirksverwaltung,"Ojcowska 11, 32-095 Iwanowice Włościańskie, Polen",iwanowice.malopolska.pl,"6XFH+25 Iwanowice, Polen","4,2",18
Urząd Gminy,Bezirksverwaltung,"pl. Józefa Piłsudskiego 1, 32-091 Michałowice, Polen",michalowice.malopolska.pl,"5X5H+5Q Michałowice, Polen","3,5",16
Urząd Miasta i Gminy Wolbrom,Bezirksverwaltung,"Krakowska 1, 32-340 Wolbrom, Polen",wolbrom.pl,"9QP5+3Q Wolbrom, Polen","2,9",18
Urząd Gminy Nawojowa,Bezirksverwaltung,"Ogrodowa 2, 33-335 Nawojowa, Polen",nawojowa.pl,"HP6V+9X Nawojowa, Polen","3,0",6
UG Chełmiec-Wydział Świadczeń Wychowawczych,Bezirksverwaltung,"Marcinkowicka 25, 33-395 Chełmiec, Polen",chelmiec.pl,"JMM8+X7 Chełmiec, Polen",,
Urząd Miasta - Wydział Transportu i Komunikacji,Ordnungsamt,"Stanisława Wyspiańskiego 22, 33-300 Nowy Sącz, Polen",nowysacz.pl,"JP32+68 Neu Sandez, Polen","3,2",53
Urząd Gminy Lubień,Bezirksverwaltung,"Lubień 50, 32-433 Lubień, Polen",lubien.pl,"PX59+J9 Lubień, Polen","3,8",6
Samodzielny Publiczny Zakład Opieki Zdrowotnej Gminy Włocławek,Kommunales Gesundheitszentrum,"Szkolna 14, 87-853 Kruszyn, Polen",,"HX9V+GP Kruszyn, Polen","3,7",3
Ośrodek Zdrowia NZOZ,Hausarzt,"87-305 Zbiczno, Polen",,"89MG+56 Zbiczno, Polen","5,0",4
Ko-ro-na. NZOZ,Ärztehaus,"Zawiszy Czarnego 35, 52-241 Wrocław, Polen",,"326P+9X Breslau, Polen","5,0",1
Ośrodek Zdrowia w Maksymilianowie,Bluttest-Service,"Szkolna 1, 86-031 Maksymilianowo, Polen",,"628R+8R Maksymilianowo, Polen","5,0",1
Przychodnia Gminna,Poliklinik,"85-790 Bydgoszcz, Polen",,"5529+8V Bydgoszcz, Polen","1,0",1
Przychodnia Ogrody Sp. z o.o.,Psychologischer Berater,"Ogrody 21, 85-870 Bydgoszcz, Polen",przychodnia-ogrody.pl,"426Q+R4 Bydgoszcz, Polen","2,9",70
Gminny Samodzielny Publiczny Zakład Podstawowej Opieki Zdrowotnej,Kommunales Gesundheitszentrum,"Żeromskiego 24, 23-213 Zakrzówek, Polen",,"X92Q+VJ Zakrzówek, Polen","4,0",6
Ośrodek zdrowia w Księżpolu,Kommunales Gesundheitszentrum,"Biłgorajska 13, 23-415 Księżpol, Polen",,"CPGQ+54 Księżpol, Polen","5,0",2
"Gozdek Dorota, lek. med. Gabinet lekarski",Arztpraxis,"Jana III Sobieskiego 14, 22-600 Tomaszów Lubelski, Polen",szpital-tomaszow.pl,"FC2C+G5 Tomaszów Lubelski, Polen","4,1",9
Gminny Ośrodek Zdrowia SPZOZ,Kommunales Gesundheitszentrum,"Chopina 6, 24-173 Markuszów, Polen",,"97G7+45 Markuszów, Polen","4,0",4
Przychodnia zdrowia w Deszcznie,Kommunales Gesundheitszentrum,"Lubuska 109, 66-446 Deszczno, Polen",,"M8C7+62 Deszczno, Polen","2,6",5
Poradnia Endokrynologiczna,Arztüberweisungsdienst,"Chałubińskiego 7, 67-100 Nowa Sól, Polen",szpital-nowasol.pl,"RM5R+4F Nowa Sól, Polen","3,7",18
"Kuzicka Anna, lek. med. Spec. ginekolog położnik",Frauenarzt/-ärztin,"Piłsudskiego 1, 66-400 Gorzów Wielkopolski, Polen",,"P6RV+48 Gorzów Wielkopolski, Polen","4,3",12
Mediks Centrum Laryngologii,Hals-Nasen-Ohren-Arzt,"Kombatantów 34, 66-400 Gorzów Wielkopolski, Polen",,"Q765+7H Gorzów Wielkopolski, Polen","5,0",1
Kasprzak A. Lekarz medycyny pracy,Alternativmediziner,"Dworcowa 4, 66-400 Gorzów Wielkopolski, Polen",biznesfinder.pl,"P6HH+JP Gorzów Wielkopolski, Polen","2,8",9
Zachodnie Centrum Medyczne Spółka Z Ograniczoną Odpowiedzialnością,Medizinisches Labor,"Śląska 35, 66-620 Gubin, Polen",,"WPWG+6P Gubin, Polen","3,0",2
Testujemy GO-THRU,Kommunales Gesundheitszentrum,"aleja Zieleniecka 12, 03-727 Warszawa, Polen",,"62WX+C8 Warschau, Polen","5,0",1
REHABILITACJA WARSZAWA,Kommunales Gesundheitszentrum,"Kleszczowa 17, 02-485 Warszawa, Polen",,"5WX9+J6 Warschau, Polen","5,0",1
Gminne Centrum Medyczno - Rehabilitacyjne w Brochowie,Kommunales Gesundheitszentrum,"Malanowo 124, 05-088 Malanowo, Polen",,"876C+WM Malanowo, Polen",,
Ośrodek Zdrowia w Siennie,Kommunales Gesundheitszentrum,"Czachowskiego 4, 27-350 Sienno, Polen",,"3FPG+F3 Sienno, Polen","4,2",13
Samodzielny Publiczny Zakład Opieki Zdrowotnej W Promnie Z Siedzibą W Falęcicach,Kommunales Gesundheitszentrum,"Falęcice 41, 26-803 Falęcice, Polen",spzozpromna.com,"MWCP+R6 Falęcice, Polen",,
Samodzielny Publiczny Zespół Zakładów Opieki Zdrowotnej W Glinojecku,Kommunales Gesundheitszentrum,"Targowa 6, 06-450 Glinojeck, Polen",glinojeck.net,"R78P+WV Glinojeck, Polen","5,0",1
Samodzielny Publiczny Zakład Opieki Zdrowotnej,Kommunales Gesundheitszentrum,"Szkolna 17, 05-311 Dębe Wielkie, Polen",centrum.med.pl,"5CXW+84 Dębe Wielkie, Polen","2,2",12
Centrum Przychodnia. NZOZ,Ärztehaus,"Marszałka Józefa Piłsudskiego 42, 05-303 Mińsk Mazowiecki, Polen",centrum.med.pl,"5HG5+VX Mińsk Mazowiecki, Polen","2,7",25
Gminny ośrodek zdrowia,Kommunales Gesundheitszentrum,"96-514 Rybno, Polen",,"64R5+22 Rybno, Polen",,
NZOZ Przychodnia Medycyny Rodzinnej ZDROWIE,Arzt,"Wyszogrodzka 7, 96-512 Młodzieszyn, Polen",swiatprzychodni.pl,"75XX+MV Młodzieszyn, Polen","4,0",12
Gen150.com,Kommunales Gesundheitszentrum,"Koszykarska 22a, 30-717 Kraków, Polen",gen150.com,"2XXP+MW Krakau, Polen",,
porąbka,Kommunales Gesundheitszentrum,"32-650 Kęty, Polen",,"V69J+MV Kenty, Polen","5,0",2
Medicina. NZOZ. Przychodnia zdrowia. Rejowska Z.,Kommunales Gesundheitszentrum,"Gołkowice Górne 119, 33-388 Gołkowice Górne, Polen",,"GHVG+FX Gołkowice Górne, Polen","4,0",16
Samodzielny Publiczny Zakład Opieki Zdrowotnej,Kommunales Gesundheitszentrum,"Ogrodowa 12, 33-335 Nawojowa, Polen",spzoznawojowa.pl,"HP6W+MM Nawojowa, Polen","3,1",15
Medical Moksa,Sanitätshaus,"Erazma Jerzmanowskiego 14, 33-332 Kraków, Polen",medicalmoksa.com,"2286+PJ Krakau, Polen","5,0",116
Medical Moksa,Geschäftsstelle,"Spytka z Melsztyna 35A, 31-844 Kraków, Polen",medicalmoksa.com,"32MC+X8 Krakau, Polen","4,9",161
Przychodnia Medycyna Polska,Poliklinik,"świętego Łazarza 14, 31-530 Kraków, Polen",przychodniamedycynapolska.pl,"3X52+XP Krakau, Polen","4,2",33
Gminny Ośrodek Zdrowia w Łapczycy - Filia w Bogucicach,Poliklinik,"Bogucice 30, 32-711 Bogucice, Polen",spgzozbochnia.pl,"3F6Q+9H Bogucice, Polen","5,0",2
Health Center. spzoz,Ärztehaus,"Zabierzów Bocheński 468, 32-007 Zabierzów Bocheński, Polen",ncmspzoo.pl,"3899+83 Zabierzów Bocheński, Polen","2,6",18
Ośrodek zdrowia w Nowym Brzesku,Kommunales Gesundheitszentrum,"Partyzantów 4A, 32-120 Nowe Brzesko, Polen",placowki.mp.pl,"49JF+J4 Nowe Brzesko, Polen",,
NZOZ Praktyka Lekarza Rodzinnego Dorota Bogucka-Świeboda,Örtlicher medizinischer Dienst,"Łącko 140, 33-390 Łącko, Polen",,"HC4M+F9 Łącko, Polen","3,5",8
Ośrodek Zdrowia w Łososinie Dolnej,Kommunales Gesundheitszentrum,"Łososina Dolna 170, 33-314 Łososina Dolna, Polen",,"PJRG+V5 Łososina Dolna, Polen","1,0",1
Ośrodek zdrowia,Kommunales Gesundheitszentrum,"Osiedle Zawady 205, 34-453 Ochotnica Górna, Polen",,"G67X+9J Ochotnica Górna, Polen",,
Rola Robert. Gabinet medycyny pracy,Arbeitsschutzdienst,"Lwowska 35/6, 33-300 Nowy Sącz, Polen",proximamed.pl,"JMFX+XP Neu Sandez, Polen","2,6",5
Stara Szafa Second Hand,Geschäft für Second-Hand-Kleidung,"Karola Szymanowskiego 11, 67-200 Głogów, Polen",facebook.com,"M35J+42 Głogów, Polen","2,0",1
Kupie Twoja Bryke,Autohändler,"Kolorowa 12, 67-210 Ruszowice, Polen",kupietwojabryke.pl,"J3WH+9H Ruszowice, Polen",,
Kowal i Syn. Art. dziecięce sp.j.,Geschäft,"Adama Mickiewicza 52, 67-200 Głogów, Polen",,"M398+F9 Głogów, Polen","3,0",4
Domino,Kommissionsgeschäft,"aleja Partyzantów 2, 59-700 Bolesławiec, Polen",,"7H76+6C Bolesławiec, Polen",,
Kasprzyk Krzysztof,Kommissionsgeschäft,"Górska 37, 56-200 Czernina, Polen",,"PJ88+56 Czernina, Polen",,
Kakto AGD RTV,Haushaltswarengeschäft,"Łukasińskiego 2, 57-300 Kłodzko, Polen",kakto.pl,"CMQ4+P6 Glatz, Polen",,
Wodnik s.c. Salon samochodów używanych,Fahrzeughändler,"Zelenay 1, 57-300 Kłodzko, Polen",,,"5,0",1
Komis Piłsudskiego 3,Kommissionsgeschäft,"Piłsudskiego 3, 58-500 Jelenia Góra, Polen",,"WP3Q+39 Jelenia Góra, Polen","4,0",8
"eSprzedam.pl , aukcje kupno sprzedaż",Auktionshaus,"Gwiezdna 8, 59-220 Legnica, Polen",esprzedam.pl,"655J+8G Legnica, Polen",,
Menuett,Brautmodengeschäft,"Witelona 13, 59-220 Legnica, Polen",,"6558+MX Legnica, Polen","3,9",37
Kakto AGD RTV,Haushaltswarengeschäft,"Kś, Krzysztofa Komedy-Trzcińskiego 12, 58-506 Jelenia Góra, Polen",kakto.pl,"WQ74+6G Jelenia Góra, Polen","5,0",1
Maluch. Hurtownia art. dziecięcych przedsiębiorstwa Zysk,Babyausstattungsgeschäft,"Odrzańska 26, 59-220 Legnica, Polen",maluchlegnica.sklepna5.pl,"56XC+4M Legnica, Polen","4,0",6
Auto Komis Uniqua,Gebrauchtwagenhändler,"Nowodworska 59, 59-220 Legnica, Polen",,"55M6+72 Legnica, Polen",,
Mr. Steamer. Falkiewicz J.,Gebrauchtwagenhändler,"Żeglarska 3, 59-220 Legnica, Polen",mrsteamer.pl,"654C+8G Legnica, Polen",,
Cars&RabekGSM,Gebrauchtwagenhändler,"Perłowa 5, 59-300 Lubin, Polen",,"96X8+G2 Lubin, Polen","3,9",19
PHU Artyst i Sweepers.pl,Gebrauchtwagenhändler,"Miroszowicka 8, 59-300 Lubin, Polen",artyst.pl,"96QC+G8 Lubin, Polen","5,0",4
Komis odzieżowy,Bekleidungsgeschäft,"Różyckiego 21A, 58-500 Jelenia Góra, Polen",,"WQ62+JJ Jelenia Góra, Polen","5,0",1
RadoAutoKomis,Gebrauchtwagenhändler,"Jana Kilińskiego 7/24, 59-300 Lubin, Polen",radoautokomis.com,"96X5+6P Lubin, Polen","1,0",1
Ciucholandia,Geschäft für Second-Hand-Kleidung,"Stefana Wyszyńskiego 10A, 59-300 Lubin, Polen",facebook.com,"96P4+M5 Lubin, Polen","2,6",7
Borowiak Łukasz. Autohandel,Autohändler,"Adama Mickiewicza 12, 59-300 Lubin, Polen",,"C644+MV Lubin, Polen",,
Autopol,Fahrzeughändler,"Juliusza Słowackiego 5, 59-300 Lubin, Polen",autopol-lubin.otomoto.pl,"C548+98 Lubin, Polen","3,7",6
PHU Artyst Mateusz Gostyński,Geschäftsstelle,"ul, Miroszowicka 8, 59-300 Lubin, Polen",,"96QC+G8 Lubin, Polen","3,8",4
MD Auto Michał Dudziak,Autowerkstatt,"Kamienna, 59-300 Lubin, Polen",,"C539+39 Lubin, Polen",,
Auto komis,Geschäftsstelle,"Unnamed Road, 57-300 Boguszyn, Polen",,"FMCW+9H Boguszyn, Polen","5,0",1
Skup Aut Samochodów Maciej Król,Gebrauchtwagenhändler,"Jana Sinapiusa 12, 56-400 Oleśnica, Polen",,"696M+P4 Oels, Polen","5,0",3
Skup Aut Świdnica 24,Gebrauchtwagenhändler,"Grodzka 16/13, 58-100 Świdnica, Polen",,"RFVP+J4 Schweidnitz, Polen",,
Komis odzieżowy,Geschäft,"Hetmańska 8OB, 58-316 Wałbrzych, Polen",,"R7FC+JH Wałbrzych, Polen",,
Komis Rtv Agd,Geschäft,"58-303 Wałbrzych, Polen",,"P7XV+FV Wałbrzych, Polen","4,2",5
SKUP AUT WAŁBRZYCH komis samochodowy kupie auto,Gebrauchtwagenhändler,"Kasztanowa, 58-310 Szczawno-Zdrój, Polen",,"R722+8F Szczawno-Zdrój, Polen","4,0",2
Koreń Robert. Komis,Gebrauchtwarenhändler,"55-300 Komorniki; Lipowa 8, 55-300, Polen",,"5J7H+XJ Neumarkt in Schlesien, Polen","5,0",3
Aksor. Skup i sprzedaż samochodów używanych. Długowski D.,Fahrzeughändler,"Kasztanowa 4, 87-720 Ciechocinek, Polen",,"VRC5+8G Ciechocinek, Polen",,
tanie autka sroda slaska,Gebrauchtwagenhändler,"Reymonta, 55-300 Środa Śląska, Polen",facebook.com,"5G7V+C8 Neumarkt in Schlesien, Polen","5,0",5
Biscars,Gebrauchtwagenhändler,"Henryka Siemiradzkiego 16, 58-303 Wałbrzych, Polen",facebook.com,"Q74W+67 Wałbrzych, Polen","4,6",22
"Venus. Komis, lombard. Hreczuch K.",Gebrauchtwarenhändler,"Władysława Łokietka 15, 50-243 Wrocław, Polen",,"429P+G8 Breslau, Polen","4,4",7
AGNES. KOMIS-NARTY-BUTY-SNOWBOARDY-KASKI -SERWIS,Kommissionsgeschäft,"Śliczna 7, 50-566 Wrocław, Polen",marko.wroc.pl,"32MP+HR Breslau, Polen","4,4",11
Komis Design,Möbelgeschäft,"50-002 Breslau, Polen",,"422P+WH Breslau, Polen",,
Graciarnia.sklep,Kommissionsgeschäft,"Tęczowa 25, 53-601 Wrocław, Polen",graciarnia.sklep.pl,"4248+RH Breslau, Polen","4,5",180
Komis Artykułów Dziecięcych,Gebrauchtwarenhändler,"Rydygiera 9, 52-007 Wrocław, Polen",,"429M+8J Breslau, Polen","1,5",2
Szalaty Ryszard. Komis,Gebrauchtwarenhändler,"Tadeusza Rejtana 1, 50-015 Wrocław, Polen",,"422M+8Q Breslau, Polen","2,5",13
Komisje,"Verband, Verein oder Organisation","Henryka Sienkiewicza 21, 50-335 Wrocław, Polen",komisjafaunistyczna.pl,"428W+PH Breslau, Polen",,
Skup Aut Wrocław Karpiński,Gebrauchtwagenhändler,"Jedności Narodowej 125, 50-301 Wrocław, Polen",,"42FW+H5 Breslau, Polen",,
Komis samochodowy,Gebrauchtwagenhändler,"Kwidzyńska 4, 51-416 Wrocław, Polen",,"43JQ+98 Breslau, Polen","3,3",444
komis aut Wrocław,Gebrauchtwagenhändler,"Obrońców Poczty Gdańskiej 19, 52-204 Wrocław, Polen",,"3236+XQ Breslau, Polen",,
Combi. Autokomis. Guz C.,Fahrzeughändler,"Kłodzka 8, 57-200 Ząbkowice Śląskie, Polen",,"HRM5+VP Frankenstein, Polen","4,5",2
Komis Skup Sprzedaż,Gebrauchtwarenhändler,"57-220 Ziębice, Polen",,"H2XQ+8G Ziębice, Polen",,
Astra. FH. Sobociński W.,Elektrofachmarkt,"Kamionka 8, 87-300 Brodnica, Polen",,"7C52+8X Brodnica, Polen","3,3",12
FHU Alga Paweł Borowski,Gebrauchtwagenhändler,"Świedziebnia 67, 87-335, Polen",,"4GRR+M6 Świedziebnia, Polen","4,9",9
Skup aut LUXAUTO Dolnośląskie Przemysław Kasprzyk,Gebrauchtwagenhändler,"Stolec 20, 57-200 Stolec, Polen",,"HVCJ+XH Stolec, Polen","4,6",29
"Skup RTV, AGD, KOMPUTERY",Fachgeschäft für Haushaltsgeräte,"Ludwika Waryńskiego 24, 86-300 Grudziądz, Polen",,"FQQ8+8W Grudziądz, Polen","4,5",2
Auto Handel Detailing Klonowski,Kfz-Ersatzteilgeschäft,"22 Stycznia 44, 86-200 Chełmno, Polen",,"8CXH+Q9 Chełmno, Polen",,
Master. Komis,Geschäft,"Generała Władysława Sikorskiego 9, 87-140 Chełmża, Polen",,"5JP5+4J Chełmża, Polen",,
F.U.H. Angela Barbara Dzięcioł - KOMIS SAMOCHODOWY,Gebrauchtwagenhändler,"Magazynowa 3, 86-200 Chełmno, Polen",auto-angela.otomoto.pl,"8FR6+4J Chełmno, Polen","3,6",12
Cho No Tu Komis Odziezowy,Bekleidungsgeschäft,"Gdańska 52, 85-021 Bydgoszcz, Polen",,"42J5+6C Bydgoszcz, Polen","4,0",4
Angela komis ślubny,Kommissionsgeschäft,"Poznańska 4, 85-129 Bydgoszcz, Polen",,"4XCV+GX Bydgoszcz, Polen","4,5",2
Komis Odzieżowy Salon Mody Damskiej,Bekleidungsgeschäft,"Karola Kurpińskiego, 85-096 Bydgoszcz, Polen",,"42GH+64 Bydgoszcz, Polen","5,0",1
Spiker Elżbieta. PH. Komis,Geschäft,"Brzozowa 18, 85-154 Bydgoszcz, Polen",,"4254+G5 Bydgoszcz, Polen",,
Komis Orzeszek,Kommissionsgeschäft,"Słowiańska 28, 85-163 Bydgoszcz, Polen",,"428F+36 Bydgoszcz, Polen","4,4",72
Szafa Obfitości Komis Odzieży Używanej,Bekleidungsgeschäft,"Piekarska 6, 87-810 Włocławek, Polen",,"M34C+66 Włocławek, Polen",,
Markeciarz.pl,E-Commerce-Dienst,"Wiosny Ludów, 85-858 Bydgoszcz, Polen",,"425F+6H Bydgoszcz, Polen",,
VIVE Profit,Geschäft für Second-Hand-Kleidung,"Jana Karola Chodkiewicza 17, 85-065 Bydgoszcz, Polen",viveprofit.pl,"42M9+C7 Bydgoszcz, Polen","3,8",784
Auto-Box Zieliński Tomasz,Gebrauchtwagenhändler,"Tokary 1a, 87-400 Golub-Dobrzyń, Polen",autobox.otomoto.pl,"54QC+VQ Golub-Dobrzyń, Polen","4,3",6
Lombis Lubicz,Kommissionsgeschäft,"Kamienna 11, 87-162 Lubicz Górny, Polen",facebook.com,"2QF9+WJ Lubicz Górny, Polen","4,5",17
Auto Handel Billy Mariusz Fritzkowski - Import pojazdów z zagranicy,Importeur,"Okrężna 8, 87-122 Grębocin, Polen",,"3P57+53 Gramtschen, Polen","5,0",3
Filbrandt - Salon samochodowy Lipno,Autohändler,"Ośmiałowska 1f, 87-600 Lipno, Polen",autohandelfilbrandt.pl,"R5P5+X8 Lipno, Polen","4,5",15
Złotpolauto s.c.,Großhandelsmarktplatz für Bekleidung,"Złotopole 31, 87-600, Polen",zlotpolauto.pl,"V555+8M Złotopole, Polen","4,0",4
Autohandel Uni-Kat,Geschäftsstelle,"87-500, Polen",uni-kat.otomoto.pl,"29V4+G9 Balin, Polen","4,4",8
Pomoc drogowa Krzysztof Rybacki,Gebrauchtwagenhändler,"Cyprianka 121 c, 87-811 Cyprianka, Polen",,"P4Q4+9V Cyprianka, Polen",,
Auto Handel Sławomir Wasik,Kfz-Ersatzteilgeschäft,"Ignacego Paderewskiego 198, 86-300 Grudziądz, Polen",autohandelgrudziadz.otomoto.pl,"GR2X+PH Grudziądz, Polen","2,5",2
Auto Handel SKOK Wiesław Skoczylas,Geschäftsstelle,"Łyskowskiego, 86-302 Grudziądz, Polen",,"FQPR+XP Grudziądz, Polen","1,0",2
Szafa. Komis odzieżowy,Bekleidungsgeschäft,"Stanisława Staszica 14, 88-100 Inowrocław, Polen",,"Q7W3+VV Hohensalza, Polen",,
MIKE-CARS skup aut warsztat samochodowy,Gebrauchtwagenhändler,"Droga Graniczna 44, 86-302 Grudziądz, Polen",,"FRM7+V7 Grudziądz, Polen","4,2",10
"Staniek Henryka. Salonik mebli zachodnich. Skup, sprzedaż",Geschäft,"Świętego Ducha 48, 88-100 Inowrocław, Polen",,"Q7W8+FJ Hohensalza, Polen",,
Suknie Ślubne Beti,Hochzeitsservice,"Ogrodowa 72, 87-600 Lipno, Polen",,"R5PV+W2 Lipno, Polen","5,0",1
